Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Payment_Method,Returned,Gross_Sales,Discount_Amount,Net_Sales
O02673,2025-10-19 07:21:00.972194436,C0073,Monitor,Electronics,North,2,15000,0.15,Cash,No,30000,4500.0,25500.0
O02674,2025-10-19 09:58:00.456091216,C0048,Keyboard,Accessories,South,3,2000,0.15,Cash,No,6000,900.0,5100.0
O02675,2025-10-19 12:34:59.939987996,C0272,Tablet,Electronics,East,4,30000,0.05,Cash,No,120000,6000.0,114000.0
O02676,2025-10-19 15:11:59.423884776,C0174,Headphones,Accessories,South,1,2500,0.1,Debit Card,No,2500,250.0,2250.0
O02677,2025-10-19 17:48:58.907781556,C0491,Laptop,Electronics,West,2,65000,0.0,UPI,No,130000,0.0,130000.0
O02678,2025-10-19 20:25:58.391678336,C0448,Laptop,Electronics,South,5,65000,0.15,Debit Card,No,325000,48750.0,276250.0
O02679,2025-10-19 23:02:57.875575112,C0241,Headphones,Accessories,East,1,2500,0.0,Credit Card,Yes,2500,0.0,2500.0
O02680,2025-10-20 01:39:57.359471892,C0151,Laptop,Electronics,North,3,65000,0.1,Cash,No,195000,19500.0,175500.0
O02681,2025-10-20 04:16:56.843368672,C0049,Tablet,Electronics,West,4,30000,0.1,Debit Card,No,120000,12000.0,108000.0
O02682,2025-10-20 06:53:56.327265452,C0103,Smartphone,Electronics,South,2,40000,0.0,Debit Card,No,80000,0.0,80000.0
O02683,2025-10-20 09:30:55.811162232,C0473,Laptop,Electronics,North,2,65000,0.1,Credit Card,No,130000,13000.0,117000.0
O02684,2025-10-20 12:07:55.295059012,C0407,Keyboard,Accessories,East,1,2000,0.1,Debit Card,No,2000,200.0,1800.0
O02685,2025-10-20 14:44:54.778955792,C0275,Keyboard,Accessories,North,2,2000,0.1,Debit Card,No,4000,400.0,3600.0
O02686,2025-10-20 17:21:54.262852568,C0097,Monitor,Electronics,North,1,15000,0.0,Credit Card,No,15000,0.0,15000.0
O02687,2025-10-20 19:58:53.746749348,C0463,Monitor,Electronics,South,2,15000,0.0,Cash,No,30000,0.0,30000.0
O02688,2025-10-20 22:35:53.230646128,C0488,Monitor,Electronics,West,4,15000,0.05,Credit Card,No,60000,3000.0,57000.0
O02689,2025-10-21 01:12:52.714542908,C0233,Laptop,Electronics,West,2,65000,0.1,Credit Card,No,130000,13000.0,117000.0
O02690,2025-10-21 03:49:52.198439688,C0215,Tablet,Electronics,South,5,30000,0.0,UPI,No,150000,0.0,150000.0
O02691,2025-10-21 06:26:51.682336468,C0448,Keyboard,Accessories,North,1,2000,0.05,Debit Card,No,2000,100.0,1900.0
O02692,2025-10-21 09:03:51.166233244,C0062,Mouse,Accessories,North,5,800,0.15,Debit Card,No,4000,600.0,3400.0
O02693,2025-10-21 11:40:50.650130024,C0071,Mouse,Accessories,East,5,800,0.15,Credit Card,No,4000,600.0,3400.0
O02694,2025-10-21 14:17:50.134026804,C0234,Laptop,Electronics,North,5,65000,0.0,Credit Card,No,325000,0.0,325000.0
O02695,2025-10-21 16:54:49.617923584,C0276,Tablet,Electronics,West,5,30000,0.0,Credit Card,No,150000,0.0,150000.0
O02696,2025-10-21 19:31:49.101820364,C0132,Webcam,Accessories,South,3,3500,0.0,UPI,No,10500,0.0,10500.0
O02697,2025-10-21 22:08:48.585717144,C0014,Smartphone,Electronics,East,1,40000,0.15,Debit Card,No,40000,6000.0,34000.0
O02698,2025-10-22 00:45:48.069613920,C0452,Webcam,Accessories,North,1,3500,0.05,Credit Card,No,3500,175.0,3325.0
O02699,2025-10-22 03:22:47.553510700,C0145,Keyboard,Accessories,East,4,2000,0.15,Credit Card,No,8000,1200.0,6800.0
O02700,2025-10-22 05:59:47.037407480,C0425,Headphones,Accessories,South,1,2500,0.1,Credit Card,No,2500,250.0,2250.0
O02701,2025-10-22 08:36:46.521304260,C0273,Keyboard,Accessories,South,5,2000,0.1,Debit Card,Yes,10000,1000.0,9000.0
O02702,2025-10-22 11:13:46.005201040,C0423,Webcam,Accessories,West,5,3500,0.15,Cash,No,17500,2625.0,14875.0
O02703,2025-10-22 13:50:45.489097820,C0413,Keyboard,Accessories,East,1,2000,0.0,Credit Card,No,2000,0.0,2000.0
O02704,2025-10-22 16:27:44.972994596,C0491,Smartphone,Electronics,North,4,40000,0.1,Cash,No,160000,16000.0,144000.0
O02705,2025-10-22 19:04:44.456891376,C0089,Mouse,Accessories,South,3,800,0.1,Cash,No,2400,240.0,2160.0
O02706,2025-10-22 21:41:43.940788156,C0320,Laptop,Electronics,South,4,65000,0.05,Credit Card,No,260000,13000.0,247000.0
O02707,2025-10-23 00:18:43.424684936,C0479,Mouse,Accessories,West,1,800,0.1,Credit Card,No,800,80.0,720.0
O02708,2025-10-23 02:55:42.908581716,C0259,Smartphone,Electronics,West,2,40000,0.05,Credit Card,No,80000,4000.0,76000.0
O02709,2025-10-23 05:32:42.392478496,C0160,Laptop,Electronics,East,4,65000,0.05,Debit Card,No,260000,13000.0,247000.0
O02710,2025-10-23 08:09:41.876375272,C0478,Webcam,Accessories,South,2,3500,0.1,Debit Card,No,7000,700.0,6300.0
O02711,2025-10-23 10:46:41.360272052,C0176,Mouse,Accessories,South,3,800,0.1,UPI,No,2400,240.0,2160.0
O02712,2025-10-23 13:23:40.844168832,C0274,Headphones,Accessories,South,5,2500,0.15,Cash,No,12500,1875.0,10625.0
O02713,2025-10-23 16:00:40.328065612,C0381,Webcam,Accessories,South,5,3500,0.0,Cash,No,17500,0.0,17500.0
O02714,2025-10-23 18:37:39.811962392,C0244,Mouse,Accessories,North,2,800,0.05,UPI,No,1600,80.0,1520.0
O02715,2025-10-23 21:14:39.295859172,C0325,Smartphone,Electronics,East,4,40000,0.05,UPI,No,160000,8000.0,152000.0
O02716,2025-10-23 23:51:38.779755952,C0430,Smartphone,Electronics,North,2,40000,0.0,UPI,No,80000,0.0,80000.0
O02717,2025-10-24 02:28:38.263652728,C0289,Webcam,Accessories,East,3,3500,0.15,Cash,No,10500,1575.0,8925.0
O02718,2025-10-24 05:05:37.747549508,C0053,Laptop,Electronics,West,3,65000,0.15,Credit Card,No,195000,29250.0,165750.0
O02719,2025-10-24 07:42:37.231446288,C0481,Webcam,Accessories,East,2,3500,0.15,Debit Card,Yes,7000,1050.0,5950.0
O02720,2025-10-24 10:19:36.715343068,C0447,Smartphone,Electronics,North,2,40000,0.15,Credit Card,No,80000,12000.0,68000.0
O02721,2025-10-24 12:56:36.199239848,C0317,Webcam,Accessories,East,5,3500,0.15,Credit Card,No,17500,2625.0,14875.0
O02722,2025-10-24 15:33:35.683136628,C0436,Smartphone,Electronics,South,4,40000,0.05,Debit Card,No,160000,8000.0,152000.0
O02723,2025-10-24 18:10:35.167033404,C0434,Webcam,Accessories,South,2,3500,0.05,UPI,No,7000,350.0,6650.0
O02724,2025-10-24 20:47:34.650930184,C0348,Webcam,Accessories,West,3,3500,0.1,Credit Card,No,10500,1050.0,9450.0
O02725,2025-10-24 23:24:34.134826964,C0377,Headphones,Accessories,East,4,2500,0.15,Debit Card,No,10000,1500.0,8500.0
O02726,2025-10-25 02:01:33.618723744,C0475,Webcam,Accessories,East,2,3500,0.0,Cash,No,7000,0.0,7000.0
O02727,2025-10-25 04:38:33.102620524,C0337,Tablet,Electronics,West,3,30000,0.0,Cash,No,90000,0.0,90000.0
O02728,2025-10-25 07:15:32.586517304,C0189,Webcam,Accessories,South,1,3500,0.15,Cash,No,3500,525.0,2975.0
O02729,2025-10-25 09:52:32.070414080,C0068,Headphones,Accessories,South,5,2500,0.0,Debit Card,No,12500,0.0,12500.0
O02730,2025-10-25 12:29:31.554310860,C0182,Smartphone,Electronics,South,5,40000,0.1,UPI,No,200000,20000.0,180000.0
O02731,2025-10-25 15:06:31.038207640,C0198,Smartphone,Electronics,East,5,40000,0.05,Debit Card,No,200000,10000.0,190000.0
O02732,2025-10-25 17:43:30.522104420,C0461,Smartphone,Electronics,East,3,40000,0.15,Cash,No,120000,18000.0,102000.0
O02733,2025-10-25 20:20:30.006001200,C0063,Headphones,Accessories,East,4,2500,0.15,Debit Card,No,10000,1500.0,8500.0
O02734,2025-10-25 22:57:29.489897980,C0174,Keyboard,Accessories,West,2,2000,0.05,Debit Card,No,4000,200.0,3800.0
O02735,2025-10-26 01:34:28.973794756,C0313,Webcam,Accessories,East,3,3500,0.05,Credit Card,No,10500,525.0,9975.0
O02736,2025-10-26 04:11:28.457691536,C0426,Monitor,Electronics,South,1,15000,0.0,Cash,No,15000,0.0,15000.0
O02737,2025-10-26 06:48:27.941588316,C0316,Tablet,Electronics,South,4,30000,0.0,UPI,No,120000,0.0,120000.0
O02738,2025-10-26 09:25:27.425485096,C0292,Smartphone,Electronics,North,4,40000,0.1,Cash,No,160000,16000.0,144000.0
O02739,2025-10-26 12:02:26.909381876,C0057,Headphones,Accessories,East,4,2500,0.0,Cash,No,10000,0.0,10000.0
O02740,2025-10-26 14:39:26.393278656,C0337,Headphones,Accessories,North,1,2500,0.05,Credit Card,No,2500,125.0,2375.0
O02741,2025-10-26 17:16:25.877175432,C0300,Laptop,Electronics,North,2,65000,0.15,Cash,No,130000,19500.0,110500.0
O02742,2025-10-26 19:53:25.361072212,C0064,Smartphone,Electronics,North,3,40000,0.15,Debit Card,No,120000,18000.0,102000.0
O02743,2025-10-26 22:30:24.844968992,C0462,Mouse,Accessories,South,3,800,0.0,Debit Card,No,2400,0.0,2400.0
O02744,2025-10-27 01:07:24.328865772,C0208,Keyboard,Accessories,South,2,2000,0.1,Cash,No,4000,400.0,3600.0
O02745,2025-10-27 03:44:23.812762552,C0410,Mouse,Accessories,West,4,800,0.1,Cash,No,3200,320.0,2880.0
O02746,2025-10-27 06:21:23.296659332,C0221,Tablet,Electronics,West,3,30000,0.05,Credit Card,No,90000,4500.0,85500.0
O02747,2025-10-27 08:58:22.780556112,C0037,Mouse,Accessories,North,1,800,0.0,UPI,Yes,800,0.0,800.0
O02748,2025-10-27 11:35:22.264452888,C0441,Webcam,Accessories,South,5,3500,0.05,Cash,No,17500,875.0,16625.0
O02749,2025-10-27 14:12:21.748349668,C0217,Mouse,Accessories,East,2,800,0.1,Credit Card,No,1600,160.0,1440.0
O02750,2025-10-27 16:49:21.232246448,C0249,Webcam,Accessories,West,3,3500,0.15,Debit Card,No,10500,1575.0,8925.0
O02751,2025-10-27 19:26:20.716143228,C0231,Webcam,Accessories,North,3,3500,0.05,Credit Card,No,10500,525.0,9975.0
O02752,2025-10-27 22:03:20.200040008,C0031,Keyboard,Accessories,West,1,2000,0.1,Cash,No,2000,200.0,1800.0
O02753,2025-10-28 00:40:19.683936788,C0318,Tablet,Electronics,South,2,30000,0.15,UPI,No,60000,9000.0,51000.0
O02754,2025-10-28 03:17:19.167833564,C0118,Mouse,Accessories,West,5,800,0.0,Cash,No,4000,0.0,4000.0
O02755,2025-10-28 05:54:18.651730344,C0332,Laptop,Electronics,North,2,65000,0.1,Debit Card,No,130000,13000.0,117000.0
O02756,2025-10-28 08:31:18.135627124,C0453,Tablet,Electronics,South,1,30000,0.1,Credit Card,No,30000,3000.0,27000.0
O02757,2025-10-28 11:08:17.619523904,C0065,Smartphone,Electronics,West,4,40000,0.0,UPI,No,160000,0.0,160000.0
O02758,2025-10-28 13:45:17.103420684,C0108,Keyboard,Accessories,East,3,2000,0.0,Cash,No,6000,0.0,6000.0
O02759,2025-10-28 16:22:16.587317464,C0334,Headphones,Accessories,West,1,2500,0.05,UPI,No,2500,125.0,2375.0
O02760,2025-10-28 18:59:16.071214240,C0430,Mouse,Accessories,South,5,800,0.0,UPI,Yes,4000,0.0,4000.0
O02761,2025-10-28 21:36:15.555111020,C0425,Tablet,Electronics,South,4,30000,0.05,UPI,No,120000,6000.0,114000.0
O02762,2025-10-29 00:13:15.039007800,C0006,Smartphone,Electronics,North,1,40000,0.1,Debit Card,No,40000,4000.0,36000.0
O02763,2025-10-29 02:50:14.522904580,C0329,Webcam,Accessories,South,1,3500,0.1,Credit Card,No,3500,350.0,3150.0
O02764,2025-10-29 05:27:14.006801360,C0085,Headphones,Accessories,East,4,2500,0.05,Debit Card,No,10000,500.0,9500.0
O02765,2025-10-29 08:04:13.490698140,C0180,Laptop,Electronics,East,5,65000,0.0,Debit Card,No,325000,0.0,325000.0
O02766,2025-10-29 10:41:12.974594916,C0024,Webcam,Accessories,North,3,3500,0.1,UPI,No,10500,1050.0,9450.0
O02767,2025-10-29 13:18:12.458491696,C0251,Keyboard,Accessories,West,5,2000,0.15,Credit Card,No,10000,1500.0,8500.0
O02768,2025-10-29 15:55:11.942388476,C0364,Headphones,Accessories,North,1,2500,0.0,Cash,No,2500,0.0,2500.0
O02769,2025-10-29 18:32:11.426285256,C0405,Headphones,Accessories,East,4,2500,0.05,Debit Card,No,10000,500.0,9500.0
O02770,2025-10-29 21:09:10.910182036,C0255,Keyboard,Accessories,West,3,2000,0.1,Cash,Yes,6000,600.0,5400.0
O02771,2025-10-29 23:46:10.394078816,C0258,Mouse,Accessories,East,4,800,0.05,Credit Card,No,3200,160.0,3040.0
O02772,2025-10-30 02:23:09.877975596,C0446,Webcam,Accessories,West,3,3500,0.0,Debit Card,No,10500,0.0,10500.0
O02773,2025-10-30 05:00:09.361872372,C0300,Webcam,Accessories,West,1,3500,0.0,Debit Card,No,3500,0.0,3500.0
O02774,2025-10-30 07:37:08.845769152,C0479,Tablet,Electronics,East,5,30000,0.0,Credit Card,No,150000,0.0,150000.0
O02775,2025-10-30 10:14:08.329665932,C0407,Mouse,Accessories,East,4,800,0.0,Cash,No,3200,0.0,3200.0
O02776,2025-10-30 12:51:07.813562712,C0414,Monitor,Electronics,South,5,15000,0.0,Cash,No,75000,0.0,75000.0
O02777,2025-10-30 15:28:07.297459492,C0222,Monitor,Electronics,North,4,15000,0.1,Debit Card,No,60000,6000.0,54000.0
O02778,2025-10-30 18:05:06.781356272,C0203,Keyboard,Accessories,East,4,2000,0.05,UPI,Yes,8000,400.0,7600.0
O02779,2025-10-30 20:42:06.265253048,C0227,Webcam,Accessories,West,1,3500,0.1,Credit Card,No,3500,350.0,3150.0
O02780,2025-10-30 23:19:05.749149828,C0187,Webcam,Accessories,East,3,3500,0.0,Credit Card,Yes,10500,0.0,10500.0
O02781,2025-10-31 01:56:05.233046608,C0444,Tablet,Electronics,North,1,30000,0.1,Debit Card,No,30000,3000.0,27000.0
O02782,2025-10-31 04:33:04.716943388,C0334,Webcam,Accessories,North,3,3500,0.1,Credit Card,No,10500,1050.0,9450.0
O02783,2025-10-31 07:10:04.200840168,C0289,Smartphone,Electronics,North,1,40000,0.1,UPI,No,40000,4000.0,36000.0
O02784,2025-10-31 09:47:03.684736948,C0146,Monitor,Electronics,South,2,15000,0.05,Cash,Yes,30000,1500.0,28500.0
O02785,2025-10-31 12:24:03.168633724,C0385,Keyboard,Accessories,West,1,2000,0.1,Cash,No,2000,200.0,1800.0
O02786,2025-10-31 15:01:02.652530504,C0461,Keyboard,Accessories,East,2,2000,0.1,Credit Card,No,4000,400.0,3600.0
O02787,2025-10-31 17:38:02.136427284,C0416,Headphones,Accessories,East,5,2500,0.05,Credit Card,No,12500,625.0,11875.0
O02788,2025-10-31 20:15:01.620324064,C0120,Webcam,Accessories,South,2,3500,0.1,Debit Card,No,7000,700.0,6300.0
O02789,2025-10-31 22:52:01.104220844,C0240,Mouse,Accessories,West,3,800,0.05,Cash,No,2400,120.0,2280.0
O02790,2025-11-01 01:29:00.588117624,C0205,Monitor,Electronics,West,4,15000,0.1,Credit Card,Yes,60000,6000.0,54000.0
O02791,2025-11-01 04:06:00.072014400,C0481,Monitor,Electronics,East,2,15000,0.05,Debit Card,No,30000,1500.0,28500.0
O02792,2025-11-01 06:42:59.555911180,C0156,Smartphone,Electronics,North,2,40000,0.15,Cash,No,80000,12000.0,68000.0
O02793,2025-11-01 09:19:59.039807960,C0408,Mouse,Accessories,South,2,800,0.1,Credit Card,No,1600,160.0,1440.0
O02794,2025-11-01 11:56:58.523704740,C0414,Monitor,Electronics,East,5,15000,0.05,Credit Card,No,75000,3750.0,71250.0
O02795,2025-11-01 14:33:58.007601520,C0336,Keyboard,Accessories,East,5,2000,0.15,Credit Card,Yes,10000,1500.0,8500.0
O02796,2025-11-01 17:10:57.491498300,C0383,Tablet,Electronics,West,2,30000,0.15,UPI,Yes,60000,9000.0,51000.0
O02797,2025-11-01 19:47:56.975395076,C0134,Headphones,Accessories,West,5,2500,0.0,UPI,No,12500,0.0,12500.0
O02798,2025-11-01 22:24:56.459291856,C0138,Laptop,Electronics,South,5,65000,0.0,Debit Card,Yes,325000,0.0,325000.0
O02799,2025-11-02 01:01:55.943188636,C0096,Webcam,Accessories,North,4,3500,0.05,UPI,No,14000,700.0,13300.0
O02800,2025-11-02 03:38:55.427085416,C0338,Tablet,Electronics,South,2,30000,0.05,Cash,No,60000,3000.0,57000.0
O02801,2025-11-02 06:15:54.910982196,C0095,Mouse,Accessories,West,3,800,0.15,UPI,No,2400,360.0,2040.0
O02802,2025-11-02 08:52:54.394878976,C0192,Monitor,Electronics,South,4,15000,0.15,Credit Card,No,60000,9000.0,51000.0
O02803,2025-11-02 11:29:53.878775756,C0136,Headphones,Accessories,West,2,2500,0.05,Debit Card,Yes,5000,250.0,4750.0
O02804,2025-11-02 14:06:53.362672532,C0283,Monitor,Electronics,South,1,15000,0.1,Credit Card,Yes,15000,1500.0,13500.0
O02805,2025-11-02 16:43:52.846569312,C0131,Laptop,Electronics,North,3,65000,0.05,UPI,No,195000,9750.0,185250.0
O02806,2025-11-02 19:20:52.330466092,C0498,Tablet,Electronics,West,1,30000,0.15,Credit Card,No,30000,4500.0,25500.0
O02807,2025-11-02 21:57:51.814362872,C0340,Tablet,Electronics,South,4,30000,0.05,Debit Card,No,120000,6000.0,114000.0
O02808,2025-11-03 00:34:51.298259652,C0466,Headphones,Accessories,West,5,2500,0.15,Debit Card,No,12500,1875.0,10625.0
O02809,2025-11-03 03:11:50.782156432,C0171,Webcam,Accessories,South,1,3500,0.1,UPI,No,3500,350.0,3150.0
O02810,2025-11-03 05:48:50.266053208,C0406,Keyboard,Accessories,West,3,2000,0.0,Credit Card,No,6000,0.0,6000.0
O02811,2025-11-03 08:25:49.749949988,C0251,Headphones,Accessories,South,1,2500,0.15,Debit Card,No,2500,375.0,2125.0
O02812,2025-11-03 11:02:49.233846768,C0013,Tablet,Electronics,North,5,30000,0.1,UPI,No,150000,15000.0,135000.0
O02813,2025-11-03 13:39:48.717743548,C0036,Tablet,Electronics,East,2,30000,0.0,UPI,No,60000,0.0,60000.0
O02814,2025-11-03 16:16:48.201640328,C0237,Headphones,Accessories,South,3,2500,0.1,UPI,Yes,7500,750.0,6750.0
O02815,2025-11-03 18:53:47.685537108,C0495,Monitor,Electronics,West,2,15000,0.15,UPI,No,30000,4500.0,25500.0
O02816,2025-11-03 21:30:47.169433884,C0192,Webcam,Accessories,North,1,3500,0.05,Debit Card,No,3500,175.0,3325.0
O02817,2025-11-04 00:07:46.653330664,C0468,Headphones,Accessories,North,3,2500,0.05,Credit Card,No,7500,375.0,7125.0
O02818,2025-11-04 02:44:46.137227444,C0144,Headphones,Accessories,West,5,2500,0.15,Credit Card,No,12500,1875.0,10625.0
O02819,2025-11-04 05:21:45.621124224,C0382,Keyboard,Accessories,North,5,2000,0.0,Debit Card,No,10000,0.0,10000.0
O02820,2025-11-04 07:58:45.105021004,C0443,Smartphone,Electronics,East,1,40000,0.15,UPI,No,40000,6000.0,34000.0
O02821,2025-11-04 10:35:44.588917784,C0050,Keyboard,Accessories,North,4,2000,0.0,Cash,No,8000,0.0,8000.0
O02822,2025-11-04 13:12:44.072814560,C0401,Smartphone,Electronics,North,1,40000,0.1,Cash,No,40000,4000.0,36000.0
O02823,2025-11-04 15:49:43.556711340,C0092,Mouse,Accessories,West,1,800,0.1,UPI,No,800,80.0,720.0
O02824,2025-11-04 18:26:43.040608120,C0259,Webcam,Accessories,West,1,3500,0.1,Credit Card,No,3500,350.0,3150.0
O02825,2025-11-04 21:03:42.524504900,C0242,Monitor,Electronics,West,3,15000,0.1,Credit Card,Yes,45000,4500.0,40500.0
O02826,2025-11-04 23:40:42.008401680,C0292,Monitor,Electronics,West,3,15000,0.05,Credit Card,No,45000,2250.0,42750.0
O02827,2025-11-05 02:17:41.492298460,C0107,Smartphone,Electronics,East,2,40000,0.05,Cash,No,80000,4000.0,76000.0
O02828,2025-11-05 04:54:40.976195236,C0249,Mouse,Accessories,North,1,800,0.1,Debit Card,No,800,80.0,720.0
O02829,2025-11-05 07:31:40.460092016,C0078,Laptop,Electronics,South,3,65000,0.0,UPI,No,195000,0.0,195000.0
O02830,2025-11-05 10:08:39.943988796,C0282,Headphones,Accessories,West,3,2500,0.1,Cash,No,7500,750.0,6750.0
O02831,2025-11-05 12:45:39.427885576,C0159,Monitor,Electronics,West,3,15000,0.15,Debit Card,No,45000,6750.0,38250.0
O02832,2025-11-05 15:22:38.911782356,C0161,Laptop,Electronics,North,4,65000,0.0,UPI,No,260000,0.0,260000.0
O02833,2025-11-05 17:59:38.395679136,C0066,Smartphone,Electronics,East,5,40000,0.1,Cash,No,200000,20000.0,180000.0
O02834,2025-11-05 20:36:37.879575916,C0142,Smartphone,Electronics,South,5,40000,0.05,UPI,No,200000,10000.0,190000.0
O02835,2025-11-05 23:13:37.363472692,C0403,Smartphone,Electronics,East,4,40000,0.1,Debit Card,No,160000,16000.0,144000.0
O02836,2025-11-06 01:50:36.847369472,C0483,Headphones,Accessories,South,4,2500,0.05,Credit Card,No,10000,500.0,9500.0
O02837,2025-11-06 04:27:36.331266252,C0368,Mouse,Accessories,West,1,800,0.1,Credit Card,No,800,80.0,720.0
O02838,2025-11-06 07:04:35.815163032,C0061,Laptop,Electronics,North,5,65000,0.15,UPI,No,325000,48750.0,276250.0
O02839,2025-11-06 09:41:35.299059812,C0253,Mouse,Accessories,East,3,800,0.0,Debit Card,No,2400,0.0,2400.0
O02840,2025-11-06 12:18:34.782956592,C0443,Headphones,Accessories,North,2,2500,0.0,Credit Card,No,5000,0.0,5000.0
O02841,2025-11-06 14:55:34.266853368,C0318,Laptop,Electronics,West,5,65000,0.05,Credit Card,No,325000,16250.0,308750.0
O02842,2025-11-06 17:32:33.750750148,C0088,Keyboard,Accessories,North,5,2000,0.0,Debit Card,No,10000,0.0,10000.0
O02843,2025-11-06 20:09:33.234646928,C0292,Tablet,Electronics,South,5,30000,0.0,Cash,No,150000,0.0,150000.0
O02844,2025-11-06 22:46:32.718543708,C0372,Mouse,Accessories,North,2,800,0.0,UPI,No,1600,0.0,1600.0
O02845,2025-11-07 01:23:32.202440488,C0469,Webcam,Accessories,North,5,3500,0.05,Debit Card,No,17500,875.0,16625.0
O02846,2025-11-07 04:00:31.686337268,C0185,Monitor,Electronics,North,5,15000,0.05,Debit Card,No,75000,3750.0,71250.0
O02847,2025-11-07 06:37:31.170234044,C0465,Headphones,Accessories,South,3,2500,0.15,Debit Card,No,7500,1125.0,6375.0
O02848,2025-11-07 09:14:30.654130824,C0209,Mouse,Accessories,North,4,800,0.05,UPI,No,3200,160.0,3040.0
O02849,2025-11-07 11:51:30.138027604,C0318,Headphones,Accessories,East,1,2500,0.0,Credit Card,No,2500,0.0,2500.0
O02850,2025-11-07 14:28:29.621924384,C0063,Tablet,Electronics,East,3,30000,0.0,Credit Card,No,90000,0.0,90000.0
O02851,2025-11-07 17:05:29.105821164,C0487,Headphones,Accessories,North,2,2500,0.05,Credit Card,No,5000,250.0,4750.0
O02852,2025-11-07 19:42:28.589717944,C0287,Laptop,Electronics,West,2,65000,0.0,UPI,No,130000,0.0,130000.0
O02853,2025-11-07 22:19:28.073614720,C0374,Tablet,Electronics,East,2,30000,0.1,Credit Card,No,60000,6000.0,54000.0
O02854,2025-11-08 00:56:27.557511500,C0442,Headphones,Accessories,West,5,2500,0.05,UPI,No,12500,625.0,11875.0
O02855,2025-11-08 03:33:27.041408280,C0016,Tablet,Electronics,North,3,30000,0.15,Credit Card,No,90000,13500.0,76500.0
O02856,2025-11-08 06:10:26.525305060,C0460,Laptop,Electronics,South,3,65000,0.05,Cash,No,195000,9750.0,185250.0
O02857,2025-11-08 08:47:26.009201840,C0054,Smartphone,Electronics,North,1,40000,0.0,Credit Card,No,40000,0.0,40000.0
O02858,2025-11-08 11:24:25.493098620,C0050,Laptop,Electronics,West,4,65000,0.05,Cash,No,260000,13000.0,247000.0
O02859,2025-11-08 14:01:24.976995396,C0304,Webcam,Accessories,West,5,3500,0.05,UPI,No,17500,875.0,16625.0
O02860,2025-11-08 16:38:24.460892176,C0225,Keyboard,Accessories,East,1,2000,0.0,Debit Card,No,2000,0.0,2000.0
O02861,2025-11-08 19:15:23.944788956,C0318,Monitor,Electronics,South,3,15000,0.1,Cash,No,45000,4500.0,40500.0
O02862,2025-11-08 21:52:23.428685736,C0255,Webcam,Accessories,North,2,3500,0.0,Credit Card,No,7000,0.0,7000.0
O02863,2025-11-09 00:29:22.912582516,C0417,Smartphone,Electronics,East,4,40000,0.0,Debit Card,No,160000,0.0,160000.0
O02864,2025-11-09 03:06:22.396479296,C0075,Keyboard,Accessories,South,1,2000,0.05,Debit Card,No,2000,100.0,1900.0
O02865,2025-11-09 05:43:21.880376076,C0488,Smartphone,Electronics,East,1,40000,0.0,Cash,No,40000,0.0,40000.0
O02866,2025-11-09 08:20:21.364272852,C0185,Keyboard,Accessories,North,4,2000,0.1,UPI,No,8000,800.0,7200.0
O02867,2025-11-09 10:57:20.848169632,C0111,Mouse,Accessories,South,1,800,0.0,Debit Card,No,800,0.0,800.0
O02868,2025-11-09 13:34:20.332066412,C0267,Monitor,Electronics,West,1,15000,0.15,Cash,No,15000,2250.0,12750.0
O02869,2025-11-09 16:11:19.815963192,C0470,Monitor,Electronics,West,1,15000,0.05,Cash,No,15000,750.0,14250.0
O02870,2025-11-09 18:48:19.299859972,C0030,Smartphone,Electronics,South,2,40000,0.05,UPI,No,80000,4000.0,76000.0
O02871,2025-11-09 21:25:18.783756752,C0045,Laptop,Electronics,West,5,65000,0.05,UPI,No,325000,16250.0,308750.0
O02872,2025-11-10 00:02:18.267653528,C0145,Mouse,Accessories,South,5,800,0.05,UPI,No,4000,200.0,3800.0
O02873,2025-11-10 02:39:17.751550308,C0055,Monitor,Electronics,North,3,15000,0.0,Debit Card,No,45000,0.0,45000.0
O02874,2025-11-10 05:16:17.235447088,C0293,Mouse,Accessories,West,4,800,0.1,Cash,No,3200,320.0,2880.0
O02875,2025-11-10 07:53:16.719343868,C0311,Smartphone,Electronics,South,3,40000,0.05,Cash,No,120000,6000.0,114000.0
O02876,2025-11-10 10:30:16.203240648,C0342,Keyboard,Accessories,West,2,2000,0.0,Cash,No,4000,0.0,4000.0
O02877,2025-11-10 13:07:15.687137428,C0357,Smartphone,Electronics,North,1,40000,0.1,UPI,No,40000,4000.0,36000.0
O02878,2025-11-10 15:44:15.171034204,C0315,Keyboard,Accessories,West,4,2000,0.15,Debit Card,No,8000,1200.0,6800.0
O02879,2025-11-10 18:21:14.654930984,C0087,Tablet,Electronics,South,5,30000,0.1,Cash,No,150000,15000.0,135000.0
O02880,2025-11-10 20:58:14.138827764,C0128,Keyboard,Accessories,West,4,2000,0.15,UPI,No,8000,1200.0,6800.0
O02881,2025-11-10 23:35:13.622724544,C0067,Mouse,Accessories,South,5,800,0.15,Cash,No,4000,600.0,3400.0
O02882,2025-11-11 02:12:13.106621324,C0006,Keyboard,Accessories,West,4,2000,0.1,Debit Card,No,8000,800.0,7200.0
O02883,2025-11-11 04:49:12.590518104,C0345,Keyboard,Accessories,West,1,2000,0.0,Cash,No,2000,0.0,2000.0
